,year,rank,name,citizenship,age,net_worth,residence,source,category,continents
13909,2019.0,629.0,Steven Spielberg,United States,71.0,3.6,,Movies,,North America
13910,2019.0,629.0,Gabriele Volkmann,Germany,,3.6,,auto parts,,Europe
13911,2019.0,629.0,Arne Wilhelmsen,Norway,87.0,3.6,,cruise ships,,Europe
13912,2019.0,629.0,Xu Jingren,China,73.0,3.6,,pharmaceuticals,,Asia
13913,2019.0,629.0,Zhang Li,China,65.0,3.6,,real estate,,Asia
13914,2019.0,629.0,Zhang Xin,China,52.0,3.6,,real estate,,Asia
13915,2019.0,629.0,Anita Zucker,United States,66.0,3.6,,chemicals,,North America
13916,2019.0,652.0,Carlo Benetton,Italy,74.0,3.5,,"fashion retail, investments",,Europe
13917,2019.0,652.0,Gilberto Benetton,Italy,76.0,3.5,,"fashion retail, investments",,Europe
13918,2019.0,652.0,Giuliana Benetton,Italy,80.0,3.5,,"fashion retail, investments",,Europe
13919,2019.0,652.0,Luciano Benetton,Italy,82.0,3.5,,"fashion retail, investments",,Europe
13920,2019.0,652.0,Chen Bang,China,52.0,3.5,,hospitals,,Asia
13921,2019.0,652.0,Kuldip Singh & Gurbachan Singh Dhingra,India,,3.5,,paints,,Asia
13922,2019.0,652.0,Abilio dos Santos Diniz,Brazil,81.0,3.5,,retail,,South America
13923,2019.0,652.0,Bernard Ecclestone,United Kingdom,87.0,3.5,,Formula One,,Europe
13924,2019.0,652.0,Judy Faulkner,United States,74.0,3.5,,health IT,,North America
13925,2019.0,652.0,Gao Tianguo,China,66.0,3.5,,"real estate, finance",,Asia
13926,2019.0,652.0,Joshua Harris,United States,53.0,3.5,,private equity,,North America
13927,2019.0,652.0,Arthur Irving,Canada,88.0,3.5,,oil,,North America
13928,2019.0,652.0,Baba Kalyani,India,69.0,3.5,,engineering,,Asia
13929,2019.0,652.0,Dmitry Kamenshchik,Russia,49.0,3.5,,airport,,Asia
13930,2019.0,652.0,Douglas Leone,United States,60.0,3.5,,venture capital,,North America
13931,2019.0,652.0,Edwin Leong,Hong Kong,66.0,3.5,,real estate,,Asia
13932,2019.0,652.0,Arnon Milchan,Israel,73.0,3.5,,movie making,,Asia
13933,2019.0,652.0,Maren Otto,Germany,,3.5,,"retail, real estate",,Europe
13934,2019.0,652.0,Anthony Pritzker,United States,57.0,3.5,,"hotels, investments",,North America
13935,2019.0,652.0,Jay Robert (J.B.) Pritzker,United States,53.0,3.5,,"hotels, investments",,North America
13936,2019.0,652.0,Mitchell Rales,United States,61.0,3.5,,"manufacturing, investments",,North America
13937,2019.0,652.0,Kjell Inge Rokke,Norway,59.0,3.5,,"shipping, seafood",,Europe
13938,2019.0,652.0,"Bernard Saul, II.",United States,85.0,3.5,,"banking, real estate",,North America
13939,2019.0,652.0,Donald Sterling,United States,83.0,3.5,,real estate,,North America
13940,2019.0,652.0,Tahir,Indonesia,65.0,3.5,,diversified,,Asia
13941,2019.0,652.0,Chairul Tanjung,Indonesia,55.0,3.5,,diversified,,Asia
13942,2019.0,652.0,Clemens Toennies,Germany,61.0,3.5,,meat processing,,Europe
13943,2019.0,679.0,Somphote Ahunai,Thailand,50.0,3.4,,energy,,Asia
13944,2019.0,679.0,Igor Altushkin,Russia,47.0,3.4,,metals,,Asia
13945,2019.0,679.0,Riley Bechtel,United States,65.0,3.4,,"engineering, construction",,North America
13946,2019.0,679.0,"Stephen Bechtel, Jr.",United States,92.0,3.4,,"engineering, construction",,North America
13947,2019.0,679.0,Mike Cannon-Brookes,Australia,38.0,3.4,,software,,Oceania
13948,2019.0,679.0,Rafael Del Pino y Calvo-Sotelo,Spain,59.0,3.4,,construction,,Europe
13949,2019.0,679.0,Antonio Del Valle Ruiz,Mexico,79.0,3.4,,chemicals,,North America
13950,2019.0,679.0,Scott Farquhar,Australia,38.0,3.4,,software,,Oceania
13951,2019.0,679.0,Lindsay Fox,Australia,80.0,3.4,,"logistics, real estate",,Oceania
13952,2019.0,679.0,Jimmy Haslam,United States,64.0,3.4,,"gas stations, retail",,North America
13953,2019.0,679.0,Heidi Horten,Austria,77.0,3.4,,retail,,Europe
13954,2019.0,679.0,Min Kao,United States,69.0,3.4,,navigation equipment,,North America
13955,2019.0,679.0,Melissa Ma,China,48.0,3.4,,internet search,,Asia
13956,2019.0,679.0,Rudolf Maag,Switzerland,72.0,3.4,,medical devices,,Europe
13957,2019.0,679.0,Alexander Ponomarenko,Russia,53.0,3.4,,"real estate, airport",,Asia
13958,2019.0,679.0,Carlos Rodriguez-Pastor,Peru,58.0,3.4,,finance,,South America
13959,2019.0,679.0,Shashi & Ravi Ruia,India,,3.4,,diversified,,Asia
13960,2019.0,679.0,Teddy Sagi,Israel,46.0,3.4,,gambling software,,Asia
13961,2019.0,679.0,Shaul Shani,Israel,63.0,3.4,,telecom,,Asia
13962,2019.0,679.0,Alexander Skorobogatko,Russia,50.0,3.4,,"real estate, airport",,Asia
13963,2019.0,679.0,Sun Guangxin,China,55.0,3.4,,diversified,,Asia
13964,2019.0,679.0,Rita Tong Liu,Hong Kong,69.0,3.4,,real estate,,Asia
13965,2019.0,679.0,Juan-Miguel Villar Mir,Spain,86.0,3.4,,construction,,Europe
13966,2019.0,679.0,Steve Wynn,United States,76.0,3.4,,"casinos, hotels",,North America
13967,2019.0,703.0,Anil Agarwal,India,64.0,3.3,,"mining, metals",,Asia
13968,2019.0,703.0,Abdulla Al Futtaim,United Arab Emirates,,3.3,,"auto dealers, investments",,Asia
13969,2019.0,703.0,John Arnold,United States,44.0,3.3,,hedge funds,,North America
13970,2019.0,703.0,Sid Bass,United States,75.0,3.3,,"oil, investments",,North America
13971,2019.0,703.0,Alain Bouchard,Canada,69.0,3.3,,retail,,North America
13972,2019.0,703.0,John Brown,United States,83.0,3.3,,medical equipment,,North America
13973,2019.0,703.0,Vanich Chaiyawan,Thailand,86.0,3.3,,"insurance, beverages",,Asia
13974,2019.0,703.0,Chen Lip Keong,Malaysia,70.0,3.3,,"casinos, property, energy",,Asia
13975,2019.0,703.0,Charles Cohen,United States,66.0,3.3,,real estate,,North America
13976,2019.0,703.0,Ashwin Dani,India,75.0,3.3,,paints,,Asia
13977,2019.0,703.0,Rakesh Gangwal,United States,64.0,3.3,,airline,,North America
13978,2019.0,703.0,Reid Hoffman,United States,50.0,3.3,,LinkedIn,,North America
13979,2019.0,703.0,"Amos Hostetter, Jr.",United States,81.0,3.3,,cable television,,North America
13980,2019.0,703.0,Zarakh Iliev,Russia,51.0,3.3,,real estate,,Asia
13981,2019.0,703.0,Ji Qi,China,51.0,3.3,,"hotels, motels",,Asia
13982,2019.0,703.0,Kenneth Langone,United States,82.0,3.3,,investments,,North America
13983,2019.0,703.0,Li Sze Lim,Hong Kong,60.0,3.3,,real estate,,Asia
13984,2019.0,703.0,George Lindemann,United States,81.0,3.3,,investments,,North America
13985,2019.0,703.0,Liu Zhongtian,China,54.0,3.3,,aluminum products,,Asia
13986,2019.0,703.0,Luo Liguo,China,62.0,3.3,,chemicals,,Asia
13987,2019.0,703.0,Mary Alice Dorrance Malone,United States,68.0,3.3,,Campbell Soup,,North America
13988,2019.0,703.0,"Henry Nicholas, III.",United States,58.0,3.3,,semiconductors,,North America
13989,2019.0,703.0,God Nisanov,Russia,45.0,3.3,,real estate,,Asia
13990,2019.0,703.0,Pat Stryker,United States,61.0,3.3,,medical equipment,,North America
13991,2019.0,703.0,Alexander Svetakov,Russia,50.0,3.3,,real estate,,Asia
13992,2019.0,703.0,Hans Peter Wild,Switzerland,76.0,3.3,,flavorings,,Europe
13993,2019.0,729.0,Yvonne Bauer,Germany,40.0,3.2,,media,,Europe
13994,2019.0,729.0,Patrizio Bertelli,Italy,72.0,3.2,,luxury goods,,Europe
13995,2019.0,729.0,Neil Bluhm,United States,80.0,3.2,,real estate,,North America
13996,2019.0,729.0,Andrew & Peggy Cherng,United States,,3.2,,restaurants,,North America
13997,2019.0,729.0,Scott Cook,United States,65.0,3.2,,software,,North America
13998,2019.0,729.0,Leon G. Cooperman,United States,74.0,3.2,,hedge funds,,North America
13999,2019.0,729.0,John Paul DeJoria,United States,73.0,3.2,,"hair products, tequila",,North America
14000,2019.0,729.0,Martin Ebner,Switzerland,72.0,3.2,,investments,,Europe
14001,2019.0,729.0,Walter Faria,Brazil,62.0,3.2,,beer,,South America
14002,2019.0,729.0,Sameer Gehlaut,India,44.0,3.2,,finance,,Asia
14003,2019.0,729.0,Tom Golisano,United States,76.0,3.2,,payroll services,,North America
14004,2019.0,729.0,Otto Happel,Germany,70.0,3.2,,engineering,,Europe
14005,2019.0,729.0,Jiang Bin,China,51.0,3.2,,acoustic components,,Asia
14006,2019.0,729.0,Karel Komarek,Czech Republic,48.0,3.2,,lotteries,,Europe
14007,2019.0,729.0,Kurt Krieger,Germany,69.0,3.2,,furniture retailing,,Europe
14008,2019.0,729.0,Timur Kulibaev,Kazakhstan,51.0,3.2,,banking,,Asia
14009,2019.0,729.0,Dinara Kulibaeva,Kazakhstan,50.0,3.2,,banking,,Asia
14010,2019.0,729.0,Spiro Latsis,Greece,71.0,3.2,,"banking, shipping",,Europe
14011,2019.0,729.0,Daniel Loeb,United States,56.0,3.2,,hedge funds,,North America
14012,2019.0,729.0,Luo Jye,Taiwan,92.0,3.2,,tires,,Asia
14013,2019.0,729.0,Ronald McAulay,Hong Kong,82.0,3.2,,energy,,Asia
14014,2019.0,729.0,Alain Merieux,France,80.0,3.2,,pharmaceuticals,,Europe
14015,2019.0,729.0,Hans Georg Naeder,Germany,56.0,3.2,,prosthetics,,Europe
14016,2019.0,729.0,Nie Tengyun,China,42.0,3.2,,logistics,,Asia
14017,2019.0,729.0,Daniel Och,United States,57.0,3.2,,hedge funds,,North America
14018,2019.0,729.0,Miuccia Prada,Italy,68.0,3.2,,luxury goods,,Europe
14019,2019.0,729.0,Marc Rowan,United States,55.0,3.2,,private equity,,North America
14020,2019.0,729.0,Haim Saban,United States,73.0,3.2,,"TV network, investments",,North America
14021,2019.0,729.0,Alvaro Saieh Bendeck,Chile,68.0,3.2,,banking,,South America
14022,2019.0,729.0,Michael & Reiner Schmidt-Ruthenbeck,Germany,75.0,3.2,,retail,,Europe
14023,2019.0,729.0,Lynn Schusterman,United States,79.0,3.2,,"oil &amp; gas, investments",,North America
14024,2019.0,729.0,Mark Shoen,United States,67.0,3.2,,U-Haul,,North America
14025,2019.0,729.0,Michal Solowow,Poland,55.0,3.2,,investments,,Europe
14026,2019.0,729.0,Daniel Tsai,Taiwan,61.0,3.2,,finance,,Asia
14027,2019.0,729.0,Richard Tsai,Taiwan,60.0,3.2,,finance,,Asia
14028,2019.0,729.0,Frank Wang,China,37.0,3.2,,drones,,Asia
14029,2019.0,729.0,Meg Whitman,United States,61.0,3.2,,eBay,,North America
14030,2019.0,766.0,John Catsimatidis,United States,69.0,3.1,,"oil, real estate",,North America
14031,2019.0,766.0,Do Won & Jin Sook Chang,United States,62.0,3.1,,fashion retail,,North America
14032,2019.0,766.0,Cheng Cheung Ling,China,54.0,3.1,,pharmaceuticals,,Asia
14033,2019.0,766.0,Barry Diller,United States,76.0,3.1,,online media,,North America
14034,2019.0,766.0,Jack Dorsey,United States,41.0,3.1,,Twitter,,North America
14035,2019.0,766.0,Yakir Gabay,Cyprus,51.0,3.1,,real estate,,Europe
14036,2019.0,766.0,Allan Goldman,United States,75.0,3.1,,real estate,,North America
14037,2019.0,766.0,Jane Goldman,United States,62.0,3.1,,real estate,,North America
14038,2019.0,766.0,Amy Goldman Fowler,United States,63.0,3.1,,real estate,,North America
14039,2019.0,766.0,Daryl Katz,Canada,56.0,3.1,,pharmacies,,North America
14040,2019.0,766.0,Diane Kemper,United States,72.0,3.1,,real estate,,North America
14041,2019.0,766.0,Vladimir Kim,Kazakhstan,57.0,3.1,,mining,,Asia
14042,2019.0,766.0,Lai Meisong,China,47.0,3.1,,package delivery,,Asia
14043,2019.0,766.0,Manuel Lao Hernandez,Spain,73.0,3.1,,gambling,,Europe
14044,2019.0,766.0,James Leprino,United States,80.0,3.1,,cheese,,North America
14045,2019.0,766.0,Liang Xinjun,China,50.0,3.1,,conglomerate,,Asia
14046,2019.0,766.0,Tom Morris,United Kingdom,63.0,3.1,,retail,,Europe
14047,2019.0,766.0,Thi Phuong Thao Nguyen,Vietnam,47.0,3.1,,airlines,,Asia
14048,2019.0,766.0,Rajan Raheja,India,63.0,3.1,,diversified,,Asia
14049,2019.0,766.0,Ren Jianhua,China,61.0,3.1,,kitchen appliances,,Asia
14050,2019.0,766.0,Richard Sands,United States,67.0,3.1,,Food &amp; Beverage,,North America
14051,2019.0,766.0,Kerry Stokes,Australia,77.0,3.1,,"construction equipment, media",,Oceania
14052,2019.0,766.0,Donald Trump,United States,71.0,3.1,,"television, real estate",,North America
14053,2019.0,766.0,Romesh T. Wadhwani,United States,70.0,3.1,,software,,North America
14054,2019.0,766.0,Wang Jian,China,64.0,3.1,,healthcare services,,Asia
14055,2019.0,791.0,Clifford Asness,United States,51.0,3.0,,Investment Management,,North America
14056,2019.0,791.0,Anne Beaufour,France,54.0,3.0,,pharmaceuticals,,Europe
14057,2019.0,791.0,Henri Beaufour,France,52.0,3.0,,pharmaceuticals,,Europe
14058,2019.0,791.0,Tom Benson,United States,90.0,3.0,,New Orleans Saints,,North America
14059,2019.0,791.0,Jim Breyer,United States,56.0,3.0,,venture capital,,North America
14060,2019.0,791.0,Alejandro Bulgheroni,Argentina,73.0,3.0,,oil &amp; gas,,South America
14061,2019.0,791.0,Hasmukh Chudgar,India,84.0,3.0,,pharmaceuticals,,Asia
14062,2019.0,791.0,Ennio Doris,Italy,77.0,3.0,,financial services,,Europe
14063,2019.0,791.0,Luis Frias,Brazil,54.0,3.0,,mobile payments,,South America
14064,2019.0,791.0,Valentin Gapontsev,United States,79.0,3.0,,lasers,,North America
14065,2019.0,791.0,Martin Haefner,Switzerland,64.0,3.0,,"software, investments",,Europe
14066,2019.0,791.0,Christopher Hohn,United Kingdom,51.0,3.0,,Hedge funds,,Europe
14067,2019.0,791.0,Johnelle Hunt,United States,86.0,3.0,,trucking,,North America
14068,2019.0,791.0,Rakesh Jhunjhunwala,India,57.0,3.0,,investments,,Asia
14069,2019.0,791.0,Lu Xiangyang,China,55.0,3.0,,"automobiles, batteries",,Asia
14070,2019.0,791.0,John Middleton,United States,63.0,3.0,,tobacco,,North America
14071,2019.0,791.0,Kazuo Okada,Japan,75.0,3.0,,casinos,,Asia
14072,2019.0,791.0,Jorge Perez,United States,68.0,3.0,,real estate,,North America
14073,2019.0,791.0,Prasert Prasarttong-Osoth,Thailand,84.0,3.0,,hospitals,,Asia
14074,2019.0,791.0,Jean (Gigi) Pritzker,United States,55.0,3.0,,"hotels, investments",,North America
14075,2019.0,791.0,Mochtar Riady,Indonesia,88.0,3.0,,diversified,,Asia
14076,2019.0,791.0,Arkady Rotenberg,Russia,66.0,3.0,,"construction, pipes, banking",,Asia
14077,2019.0,791.0,Michael Rubin,United States,45.0,3.0,,online retail,,North America
14078,2019.0,791.0,Robert Sands,United States,59.0,3.0,,Food &amp; Beverage,,North America
14079,2019.0,791.0,Herbert Simon,United States,83.0,3.0,,real estate,,North America
14080,2019.0,791.0,Robert Toennies,Germany,39.0,3.0,,meat processing,,Europe
14081,2019.0,791.0,Manuel Villar,Philippines,68.0,3.0,,real estate,,Asia
14082,2019.0,791.0,Don Vultaggio,United States,66.0,3.0,,AriZona Beverages,,North America
14083,2019.0,791.0,Wang Zhenhua,China,56.0,3.0,,real estate,,Asia
14084,2019.0,791.0,Wu Kaiting,Hong Kong,48.0,3.0,,electronics,,Asia
14085,2019.0,791.0,Simon Xie,China,48.0,3.0,,online payment service,,Asia
14086,2019.0,822.0,Chuck Bundrant,United States,76.0,2.9,,fishing,,North America
14087,2019.0,822.0,Cai Dongchen,China,65.0,2.9,,pharmaceuticals,,Asia
14088,2019.0,822.0,Jose and Francisco Jose Calderon Rojas,Mexico,,2.9,,beverages,,North America
14089,2019.0,822.0,Jason Chang,Singapore,73.0,2.9,,electronics,,Asia
14090,2019.0,822.0,Smita Crishna-Godrej,India,67.0,2.9,,consumer goods,,Asia
14091,2019.0,822.0,Ding Shizhong,China,47.0,2.9,,sports apparel,,Asia
14092,2019.0,822.0,Feng Hailiang,China,57.0,2.9,,"copper, education",,Asia
14093,2019.0,822.0,Gerald Ford,United States,73.0,2.9,,banking,,North America
14094,2019.0,822.0,Philippe Foriel-Destezet,France,82.0,2.9,,employment agency,,Europe
14095,2019.0,822.0,Adi Godrej,India,75.0,2.9,,consumer goods,,Asia
14096,2019.0,822.0,Jamshyd Godrej,India,69.0,2.9,,consumer goods,,Asia
14097,2019.0,822.0,Nadir Godrej,India,67.0,2.9,,consumer goods,,Asia
14098,2019.0,822.0,Joseph Grendys,United States,56.0,2.9,,poultry processing,,North America
14099,2019.0,822.0,Hedda im Brahm-Droege,Germany,63.0,2.9,,consulting,,Europe
14100,2019.0,822.0,Ke Zunhong,China,63.0,2.9,,pharmaceuticals,,Asia
14101,2019.0,822.0,Randal Kirk,United States,64.0,2.9,,pharmaceuticals,,North America
14102,2019.0,822.0,Alicia Koplowitz,Spain,64.0,2.9,,"construction, investments",,Europe
14103,2019.0,822.0,Kwek Leng Beng,Singapore,77.0,2.9,,real estate,,Asia
14104,2019.0,822.0,Louis Le Duff,France,71.0,2.9,,bakeries,,Europe
14105,2019.0,822.0,Yusaku Maezawa,Japan,42.0,2.9,,online retail,,Asia
14106,2019.0,822.0,Sergio Mantegazza,Switzerland,90.0,2.9,,travel,,Europe
14107,2019.0,822.0,Hans Melchers,Netherlands,79.0,2.9,,"chemicals, investments",,Europe
14108,2019.0,822.0,Erwin Franz Mueller,Germany,85.0,2.9,,drugstores,,Europe
14109,2019.0,822.0,Rishad Naoroji,India,66.0,2.9,,consumer goods,,Asia
14110,2019.0,822.0,Husnu Ozyegin,Turkey,73.0,2.9,,"finance, diversified",,Asia
14111,2019.0,822.0,Prajogo Pangestu,Indonesia,73.0,2.9,,petrochemicals,,Asia
14112,2019.0,822.0,Jeff Rothschild,United States,63.0,2.9,,Facebook,,North America
14113,2019.0,822.0,Thomas Siebel,United States,65.0,2.9,,business software,,North America
14114,2019.0,822.0,Paul Singer,United States,73.0,2.9,,hedge funds,,North America
14115,2019.0,822.0,Ralph Sonnenberg,Netherlands,83.0,2.9,,blinds,,Europe
14116,2019.0,822.0,Jon Stryker,United States,59.0,2.9,,medical equipment,,North America
14117,2019.0,822.0,Georg Stumpf,Austria,45.0,2.9,,"real estate, construction",,Europe
14118,2019.0,822.0,Tsai Hong-tu,Taiwan,65.0,2.9,,finance,,Asia
14119,2019.0,822.0,Vincent Viola,United States,62.0,2.9,,electronic trading,,North America
14120,2019.0,822.0,Radovan Vitek,Czech Republic,46.0,2.9,,real estate,,Europe
14121,2019.0,822.0,Wang Laichun,China,50.0,2.9,,electronics components,,Asia
14122,2019.0,822.0,Wang Laisheng,China,53.0,2.9,,electronics components,,Asia
14123,2019.0,859.0,Carlos Ardila Lülle,Colombia,87.0,2.8,,"soft drinks, diversified",,South America
14124,2019.0,859.0,"William Conway, Jr.",United States,68.0,2.8,,private equity,,North America
14125,2019.0,859.0,Daniel D'Aniello,United States,71.0,2.8,,private equity,,North America
14126,2019.0,859.0,Jim Davis,United States,58.0,2.8,,staffing &amp; recruiting,,North America
14127,2019.0,859.0,Ding Shijia,China,54.0,2.8,,sportswear,,Asia
14128,2019.0,859.0,"John Dorrance, III.",Ireland,74.0,2.8,,Campbell Soup,,Europe
14129,2019.0,859.0,Doris Fisher,United States,86.0,2.8,,Gap,,North America
14130,2019.0,859.0,John Fisher,United States,56.0,2.8,,Gap,,North America
14131,2019.0,859.0,Caroline Hagen Kjos,Norway,34.0,2.8,,conglomerate,,Europe
14132,2019.0,859.0,Kieu Hoang,United States,73.0,2.8,,medical products,,North America
14133,2019.0,859.0,Huang Shih Tsai,Hong Kong,66.0,2.8,,real estate,,Asia
14134,2019.0,859.0,H. Wayne Huizenga,United States,80.0,2.8,,investments,,North America
14135,2019.0,859.0,Osman Kibar,United States,46.0,2.8,,biotech,,North America
14136,2019.0,859.0,Aloke Lohia,India,59.0,2.8,,petrochemicals,,Asia
14137,2019.0,859.0,Taha Mikati,Lebanon,73.0,2.8,,telecom,,Asia
14138,2019.0,859.0,Philip Niarchos,Greece,64.0,2.8,,art collection,,Europe
14139,2019.0,859.0,Stefan Olsson,Sweden,69.0,2.8,,diversified,,Europe
14140,2019.0,859.0,Sebastian Piñera,Chile,68.0,2.8,,investments,,South America
14141,2019.0,859.0,Penny Pritzker,United States,58.0,2.8,,"hotels, investments",,North America
14142,2019.0,859.0,Nicolas Puech,France,75.0,2.8,,Hermes,,Europe
14143,2019.0,859.0,Chandru Raheja,India,77.0,2.8,,real estate,,Asia
14144,2019.0,859.0,David Rubenstein,United States,68.0,2.8,,private equity,,North America
14145,2019.0,859.0,Shi Yuzhu,China,55.0,2.8,,"online games, investments",,Asia
14146,2019.0,859.0,Zygmunt Solorz-Zak,Poland,61.0,2.8,,TV broadcasting,,Europe
14147,2019.0,859.0,Tung Chee Chen,Hong Kong,76.0,2.8,,shipping,,Asia
14148,2019.0,859.0,Mark Walter,United States,57.0,2.8,,finance,,North America
14149,2019.0,859.0,"William Wrigley, Jr.",United States,54.0,2.8,,chewing gum,,North America
14150,2019.0,859.0,Mortimer Zuckerman,United States,80.0,2.8,,"real estate, media",,North America
14151,2019.0,887.0,Mohed Altrad,France,70.0,2.7,,"scaffolding, cement mixers",,Europe
14152,2019.0,887.0,Anil Ambani,India,58.0,2.7,,diversified,,Asia
14153,2019.0,887.0,Roberto Angelini Rossi,Chile,69.0,2.7,,"forestry, mining",,South America
14154,2019.0,887.0,Saeed Bin Butti Al Qebaisi,United Arab Emirates,,2.7,,"hospitals, investments",,Asia
14155,2019.0,887.0,Pierre Chen,Taiwan,60.0,2.7,,"art, electronics",,Asia
14156,2019.0,887.0,Ray Davis,United States,76.0,2.7,,pipelines,,North America
14157,2019.0,887.0,"Edward DeBartolo, Jr.",United States,71.0,2.7,,shopping centers,,North America
14158,2019.0,887.0,Bennett Dorrance,United States,72.0,2.7,,Campbell Soup,,North America
14159,2019.0,887.0,Eduardo Eurnekian,Argentina,85.0,2.7,,"airports, investments",,South America
14160,2019.0,887.0,Piero Ferrari,Italy,72.0,2.7,,automobiles,,Europe
14161,2019.0,887.0,Fiona Geminder,Australia,53.0,2.7,,manufacturing,,Oceania
14162,2019.0,887.0,Gu Yuhua,China,68.0,2.7,,furniture,,Asia
14163,2019.0,887.0,Don Hankey,United States,74.0,2.7,,auto loans,,North America
14164,2019.0,887.0,Reed Hastings,United States,57.0,2.7,,Netflix,,North America
14165,2019.0,887.0,Huang Wei,China,58.0,2.7,,real estate,,Asia
14166,2019.0,887.0,James Irsay,United States,58.0,2.7,,Indianapolis Colts,,North America
14167,2019.0,887.0,Kim Beom-Su,South Korea,51.0,2.7,,online services,,Asia
14168,2019.0,887.0,Mustafa Kucuk,Turkey,54.0,2.7,,fashion retail,,Asia
14169,2019.0,887.0,Mohamed Mansour,Egypt,70.0,2.7,,diversified,,Africa
14170,2019.0,887.0,Najib Mikati,Lebanon,62.0,2.7,,telecom,,Asia
14171,2019.0,887.0,Ermirio Pereira de Moraes,Brazil,85.0,2.7,,diversified,,South America
14172,2019.0,887.0,Bob Parsons,United States,67.0,2.7,,web hosting,,North America
14173,2019.0,887.0,Krit Ratanarak,Thailand,71.0,2.7,,"media, real estate",,Asia
14174,2019.0,887.0,Helena Revoredo,Spain,71.0,2.7,,security services,,Europe
14175,2019.0,887.0,Phillip Ruffin,United States,82.0,2.7,,"casinos, real estate",,North America
14176,2019.0,887.0,Howard Schultz,United States,64.0,2.7,,Starbucks,,North America
14177,2019.0,887.0,E. Joe Shoen,United States,68.0,2.7,,U-Haul,,North America
14178,2019.0,887.0,Thomas Straumann,Switzerland,54.0,2.7,,dental implants,,Europe
14179,2019.0,887.0,Lawrence Stroll,Canada,58.0,2.7,,fashion investments,,North America
14180,2019.0,887.0,Andrew Tan,Philippines,65.0,2.7,,diversified,,Asia
14181,2019.0,887.0,Tsai Cheng-da,Taiwan,,2.7,,finance,,Asia
14182,2019.0,887.0,Frank VanderSloot,United States,69.0,2.7,,nutrition and wellness products,,North America
14183,2019.0,887.0,Sandro Veronesi,Italy,58.0,2.7,,fashion,,Europe
14184,2019.0,887.0,Ty Warner,United States,73.0,2.7,,"real estate, plush toys",,North America
14185,2019.0,887.0,Oprah Winfrey,United States,64.0,2.7,,TV shows,,North America
14186,2019.0,887.0,Zhang Wenzhong,China,56.0,2.7,,Retail,,Asia
14187,2019.0,887.0,Zuo Hui,China,47.0,2.7,,real estate services,,Asia
14188,2019.0,924.0,Juan Abello,Spain,76.0,2.6,,investments,,Europe
14189,2019.0,924.0,Semahat Sevim Arsel,Turkey,89.0,2.6,,diversified,,Asia
14190,2019.0,924.0,Bang Jun-Hyuk,South Korea,49.0,2.6,,online gaming,,Asia
14191,2019.0,924.0,Koos Bekker,South Africa,65.0,2.6,,"media, investments",,Africa
14192,2019.0,924.0,David Bonderman,United States,75.0,2.6,,private equity,,North America
14193,2019.0,924.0,Francesco Gaetano Caltagirone,Italy,74.0,2.6,,"cement, diversified",,Europe
14194,2019.0,924.0,John Caudwell,United Kingdom,65.0,2.6,,mobile phones,,Europe
14195,2019.0,924.0,Chen Fashu,China,57.0,2.6,,investments,,Asia
14196,2019.0,924.0,Chung Eui-Sun,South Korea,47.0,2.6,,logistics,,Asia
14197,2019.0,924.0,Isabel dos Santos,Angola,44.0,2.6,,investments,,Africa
14198,2019.0,924.0,Fong Yun Wah,Hong Kong,93.0,2.6,,real estate,,Asia
14199,2019.0,924.0,Phillip Frost,United States,81.0,2.6,,pharmaceuticals,,North America
14200,2019.0,924.0,Lutz Mario Helmig,Germany,71.0,2.6,,hospitals,,Europe
14201,2019.0,924.0,B. Wayne Hughes,United States,84.0,2.6,,self storage,,North America
14202,2019.0,924.0,Daniel Kretinsky,Czech Republic,42.0,2.6,,energy generation,,Europe
14203,2019.0,924.0,Raj Kumar & Kishin RK,Singapore,63.0,2.6,,real estate,,Asia
14204,2019.0,924.0,Lam Kong,China,53.0,2.6,,pharmaceuticals,,Asia
14205,2019.0,924.0,Lau Cho Kun,Malaysia,82.0,2.6,,"palm oil, property",,Asia
14206,2019.0,924.0,"Stephen Mandel, Jr.",United States,62.0,2.6,,hedge funds,,North America
14207,2019.0,924.0,Gilles Martin,France,54.0,2.6,,laboratory services,,Europe
14208,2019.0,924.0,Daniel Mate,Spain,54.0,2.6,,"mining, commodities",,Europe
14209,2019.0,924.0,Robert Miller,Canada,72.0,2.6,,electronics components,,North America
14210,2019.0,924.0,Jorge Moll Filho,Brazil,73.0,2.6,,hospitals,,South America
14211,2019.0,924.0,Maria Helena Moraes Scripilliti,Brazil,87.0,2.6,,diversified,,South America
14212,2019.0,924.0,Sean Parker,United States,38.0,2.6,,Facebook,,North America
14213,2019.0,924.0,Jay Paul,United States,70.0,2.6,,real estate,,North America
14214,2019.0,924.0,Patrick Ryan,United States,80.0,2.6,,insurance,,North America
14215,2019.0,924.0,Thomas Secunda,United States,63.0,2.6,,Bloomberg LP,,North America
14216,2019.0,924.0,Shen Wenrong,China,72.0,2.6,,steel production,,Asia
14217,2019.0,924.0,Shen Yuxing,China,59.0,2.6,,real estate,,Asia
14218,2019.0,924.0,Gil Shwed,Israel,50.0,2.6,,software,,Asia
14219,2019.0,924.0,Song Zuowen,China,70.0,2.6,,"aluminum, diversified",,Asia
14220,2019.0,924.0,Warren Stephens,United States,61.0,2.6,,investment banking,,North America
14221,2019.0,924.0,Glen Taylor,United States,76.0,2.6,,printing,,North America
